Store ,Item#,Item Description,Vendor Item#,First Cost,Selling Price,Inventory Qty,Inventory Cost,Sold Qty,Revenue
190,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
190,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,5,$18.75,1,$12.99
190,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,2,$7.50,1,$14.99
191,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,4,$19.00,0,$0.00
191,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,0,$0.00,2,$19.98
191,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
191,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
191,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,0,$0.00,4,$59.96
191,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,5,$22.50,1,$14.99
191,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,8,$36.00,0,$0.00
191,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
191,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,6,$24.00,0,$0.00
191,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,1,$3.75,1,$12.99
191,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,4,$15.00,1,$14.99
192,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
192,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
192,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,1,$14.99
192,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
192,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,1,$9.99
192,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,2,$8.50,1,$14.99
192,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
192,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
192,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
192,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,0,$0.00
192,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
192,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
192,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,2,$4.50,0,$0.00
192,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
192,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
192,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
192,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
193,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
193,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,4,$19.00,0,$0.00
193,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
193,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,2,$5.62,0,$0.00
193,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,0,$0.00
193,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,0,$0.00,1,$6.99
193,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
193,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
193,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
193,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
193,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,1,$4.50,0,$0.00
193,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,1,$4.50,0,$0.00
193,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
193,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
193,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
193,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
193,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
194,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,2,$11.00,0,$0.00
194,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
194,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,8,$38.00,0,$0.00
194,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,1,$9.99
194,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
194,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
194,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,0,$0.00
194,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
194,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,6,$24.00,0,$0.00
194,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,6,$27.00,0,$0.00
194,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,8,$36.00,1,$14.99
194,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,7,$31.50,0,$0.00
194,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,5,$22.50,1,$14.99
194,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,2,$19.98
194,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,6,$24.00,0,$0.00
194,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
194,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,1,$12.99
194,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,6,$22.50,0,$0.00
195,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,2,$11.00,0,$0.00
195,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,2,$5.50,0,$0.00
195,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
195,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,1,$2.75,0,$0.00
195,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,0,$0.00
195,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,0,$0.00
195,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,1,$6.99
195,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
195,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
195,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
195,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,4,$18.00,1,$14.99
195,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,4,$18.00,0,$0.00
195,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,5,$22.50,0,$0.00
195,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
195,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
195,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,2,$7.50,3,$38.97
195,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
196,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,2,$5.50,0,$0.00
196,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
196,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,0,$0.00
196,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,0,$0.00
196,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,3,$12.75,0,$0.00
196,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,2,$29.98
196,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
196,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
196,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,2,$25.98
196,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
197,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
197,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
197,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
197,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,4,$17.00,0,$0.00
197,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
197,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,6,$27.00,0,$0.00
197,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,4,$18.00,0,$0.00
197,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,4,$18.00,0,$0.00
197,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,6,$24.00,0,$0.00
197,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
197,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
198,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,2,$5.50,0,$0.00
198,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,2,$9.50,0,$0.00
198,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,4,$11.00,0,$0.00
198,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,7,$19.67,0,$0.00
198,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,9,$38.25,0,$0.00
198,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
198,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
198,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
198,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
198,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
199,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
199,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
199,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
199,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
199,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,5,$21.25,1,$14.99
199,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
199,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,6,$24.00,0,$0.00
199,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,6,$27.00,0,$0.00
199,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,5,$22.50,0,$0.00
199,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,6,$27.00,0,$0.00
199,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,1,$14.99
199,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,6,$24.00,0,$0.00
199,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
199,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
199,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
200,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
200,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
200,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
200,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
200,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,0,$0.00
200,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,3,$6.75,0,$0.00
200,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
200,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
200,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,2,$7.50,1,$14.99
201,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
201,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,6,$16.86,1,$9.99
201,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,2,$8.50,1,$14.99
201,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,1,$14.99
201,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,4,$18.00,1,$14.99
201,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,7,$31.50,0,$0.00
201,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
201,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
201,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,0,$0.00,1,$14.99
202,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
202,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,1,$2.75,0,$0.00
202,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,3,$29.97
202,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
202,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
202,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,1,$14.99
202,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,2,$9.00,1,$14.99
202,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,7,$31.50,0,$0.00
202,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
202,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,1,$12.99
202,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
203,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
203,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,1,$2.75,0,$0.00
203,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,10,$28.10,0,$0.00
203,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
203,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,0,$0.00
203,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,1,$14.99
203,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,2,$9.00,0,$0.00
203,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,1,$14.99
203,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,1,$4.00,0,$0.00
203,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
203,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
205,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,2,$11.00,0,$0.00
205,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
205,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
205,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,1,$2.75,0,$0.00
205,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,1,$9.99
205,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,3,$12.75,1,$14.99
205,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,4,$11.68,0,$0.00
205,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,0,$0.00
205,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,2,$9.00,0,$0.00
205,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,1,$14.99
205,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,0,$0.00
205,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
205,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
205,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,2,$7.50,1,$14.99
206,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
206,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
206,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,6,$16.50,0,$0.00
206,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,4,$11.24,1,$9.99
206,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
206,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,4,$11.68,0,$0.00
206,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,2,$29.98
206,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,5,$22.50,0,$0.00
206,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,4,$18.00,2,$29.98
206,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,1,$2.25,2,$19.98
206,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
206,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,6,$22.50,0,$0.00
206,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
207,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,8,$38.00,0,$0.00
207,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,2,$5.50,1,$9.99
207,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,3,$8.43,0,$0.00
207,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
207,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
207,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
207,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,6,$27.00,0,$0.00
207,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,5,$22.50,0,$0.00
207,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
207,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,3,$13.50,0,$0.00
207,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
207,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
207,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
207,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
208,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
208,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,6,$16.86,0,$0.00
208,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
208,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,0,$0.00
208,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,6,$16.50,0,$0.00
208,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
208,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,2,$9.00,0,$0.00
208,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,0,$0.00
208,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
208,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,5,$22.50,0,$0.00
208,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
208,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
208,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,1,$3.75,0,$0.00
208,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
209,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
209,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,5,$13.75,0,$0.00
209,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,2,$8.50,2,$29.98
209,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
209,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,0,$0.00
209,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,3,$13.50,0,$0.00
209,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,3,$13.50,0,$0.00
209,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
209,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
209,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
210,670485,AH Firebll Heart Set,RACX3284,$5.50,$14.99,1,$5.50,0,$0.00
210,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,1,$14.99
210,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,4,$11.00,0,$0.00
210,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,9,$25.29,0,$0.00
210,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,10,$42.50,0,$0.00
210,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
210,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,4,$18.00,0,$0.00
210,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,6,$27.00,0,$0.00
210,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,5,$22.50,0,$0.00
210,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,6,$13.50,0,$0.00
210,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,5,$20.00,0,$0.00
210,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,2,$7.50,0,$0.00
211,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,6,$28.50,0,$0.00
211,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
211,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,6,$16.86,0,$0.00
211,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,3,$12.75,0,$0.00
211,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
211,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,3,$13.50,1,$14.99
211,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,7,$31.50,0,$0.00
211,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,8,$36.00,0,$0.00
211,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,2,$8.00,0,$0.00
211,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,5,$18.75,0,$0.00
211,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,5,$18.75,0,$0.00
212,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,3,$14.25,0,$0.00
212,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,0,$0.00,1,$9.99
212,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,1,$9.99
212,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,3,$12.75,0,$0.00
212,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,2,$5.84,1,$6.99
212,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,1,$4.50,0,$0.00
212,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,2,$9.00,0,$0.00
212,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,0,$0.00,1,$9.99
212,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
212,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,4,$15.00,0,$0.00
212,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
213,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,5,$23.75,0,$0.00
213,670825,04 Mystic Hoop Earring,RACE3161JD,$2.75,$9.99,3,$8.25,0,$0.00
213,680400,07 Cut Out Earrings,RAC5383,$2.81,$9.99,5,$14.05,0,$0.00
213,680402,07 Cut Out Necklace,RAC5364,$4.25,$14.99,6,$25.50,0,$0.00
213,680405,08FF Owl Mirror Key Chain,RAC5321,$2.92,$6.99,1,$2.92,0,$0.00
213,698204,EL Glitter Paper Earrings,RAC20001,$2.75,$9.99,4,$11.00,0,$0.00
213,698208,EL 20PC Earring Set,RAC20005,$4.00,$12.99,4,$16.00,0,$0.00
213,698222,EL Glitr Paper Necklace,RAC20003-A,$4.50,$14.99,4,$18.00,0,$0.00
213,699524,Pave Footbll N&E Set,RAC3797,$4.50,$14.99,2,$9.00,1,$14.99
213,699525,Pave Basebll N&E Set,RAC3795,$4.50,$14.99,4,$18.00,1,$14.99
213,699526,Pave Bsktbll N&E Set,RAC3796,$4.50,$14.99,3,$13.50,1,$14.99
213,706260,07 Pave Circle Ncklc,RAC7423,$2.25,$9.99,2,$4.50,0,$0.00
213,706261,07 Pearl Tassel Ncklc,RAC7424,$4.00,$14.99,3,$12.00,0,$0.00
213,706262,07 Blush Pave N&E St,RAC7425,$3.75,$14.99,3,$11.25,0,$0.00
213,706263,HW Pmpkn Pave Set,RAC7426,$3.75,$12.99,3,$11.25,0,$0.00
213,706264,TR Fireball Heart St,RAC7427,$3.75,$14.99,3,$11.25,0,$0.00
214,670486,AH Flag Stud Earring,RAC3080QD,$2.75,$9.99,1,$2.75,0,$0.00
214,670820,04 Mystic Necklace,RACN3159JD,$4.75,$14.99,4,$19.00,0,$0.00
