"","x"
"1252","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"1253","RT @BrennanCenter: “It was mostly a generic State of the Union, with plenty of bland cliches.” -@mawaldman #JointAddress https://t.co/71EHD…"
"1254","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"1255","RT @TedAbram1: POTUS, ""...all Ds and Rs in the Congress to work with us to save Americans from this imploding Obamacare disaster.” https://…"
"1256","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"1257","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1258","What Trump said in his speech, and what it means for Philly via @aubreyjwhelan https://t.co/Y3Thtk1md5"
"1259","New York Democrats blast Trump’s speech to Congress as ‘a monument to hypocrisy' https://t.co/rDSH7vnQO2 #TrumpHypocrite #NotMyPresident"
"1260","RT @GabrielleBiondo: #Congress knows #Trump speech #facts, but ignores like quiet mice.   #factcheck #DemocratParty #republicanparty https:…"
"1261","RT @politico: .@POTUS rehearses his address as the motorcade pulls away from the White House https://t.co/10RQCBU6Ub https://t.co/5mjEtO2HNs"
"1262","RT @TheLastRefuge2: DNC Rebuttal to Trump speech to congress be like: https://t.co/mRfdEn1yeN"
"1263","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"1264","RT @BoSnerdley: Schumer tries to throw cold water on Trump's rave reviews https://t.co/74J0McqMO5"
"1265","RT @FoxNews: 'A Very Encouraging Night': @SenTedCruz Reacts to @realDonaldTrump's Address https://t.co/oDr5doJKUN"
"1266","Dems Invite Immigrants And Refugees To Troll Trump's First Speech to Congress https://t.co/22wFwkRah8"
"1267","Former President Of Mexico Trolled Trump’s Congress Speech In The Best Way (TWEET) https://t.co/0m7lARbjgS via @Bipartisan Report"
"1268","RT @conserv_tribune: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/zaQsqYtfHz https://t.co/Q…"
"1269","RT @PoliticusSarah: Chuck Schumer Nails it: Trump's Speech to Congress Was Detached from His Own Reality via @politicususa https://t.co/DZr…"
"1270","Principles to ""guide Congress"" to ""create a better healthcare system"", from Pres. Trump's speech to Congress. https://t.co/cEHM5tEtsJ"
"1271","RT @FoxNews: Watch highlights from President @realDonaldTrump’s #JointAddress to Congress and read more here: https://t.co/F5SRhE76Z0 https…"
"1272","RT @paulpender1: For those like Van Jones who drank the Kool-Aid here's the cure. Facts. #resist #RESISTANCE #trumprussia #UniteBlue  https…"
"1273","The Daily 202: Trump's speech to Congress highlights influence of Ivanka, Bannon –… https://t.co/WszhLymHTh https://t.co/aPV3lobxAI"
"1274","RT @Forbes: Trump's speech to Congress: a tale of three contradictions https://t.co/c1gunn4ZNb https://t.co/OUZb0Cxe17"
"1275","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1276","#ICYMI Trump shifts his tone with more presidential and traditional speech, but not his policies https://t.co/VaACYZ9a6e via @WSJ"
"1277","@POTUS refusing to accept responsibility for botched Yemen raid is disgraceful and unprecedented. @repchriscollins… https://t.co/VZSFTZSNFy"
"1278","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"1279","RT @FoxNews: .@POTUS: ""My job is not to represent the world. My job is to represent the United States of America."" #TrumpAddress https://t.…"
"1280","RT @JarrettStepman: What Trump Got Right in His Speech to Congress https://t.co/r741LVFcli via @JDaniel_Davis @DailySignal"
"1281","RT @ColinKahl: ""Every jihadist who carried out a lethal attack in the U.S. since 9/11 was a citizen or legal resident."" https://t.co/pyiVrb…"
"1282","RT @THEHermanCain: SPECIAL THCS: Discussion and comments about President Trump's speech to Congress last night. WATCH LIVE on YouTube. http…"
"1283","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"1284","RT @MotherJones: Bernie Sanders tells supporters to keep fighting because Republicans are ""not so cocky anymore"" https://t.co/xEWV91Bgg2"
"1285","RT @EtalePhilip: Snap poll: Trump soars following speech to Congress https://t.co/VFSrn9Fmlf by #Reagan_Girl via @c0nvey https://t.co/Ty7LX…"
"1286","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1287","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"1288","RT @mershoncenter: .@WOSUAllSides at 10 AM: Mershon &amp; @osupolisci prof. Paul Beck to discuss Pres. Trump's speech to Congress @ASCatOSU htt…"
"1289","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1290","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"1291","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1292","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1293","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"1294","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1295","RT @dcexaminer: FULL SPEECH: President Trump's first address to Congress https://t.co/oUMiCKUQva https://t.co/vN9XDCqlVx"
"1296","Almost every big claim Donald Trump just made was false https://t.co/J4uolAu6OJ"
"1297","The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/xkYWLdScen https://t.co/DobhKXyA7n"
"1298","RT @NewsRepublicans: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/hxFnIWvrDH https://t.co/P…"
"1299","RT @MotherJones: Bernie Sanders Tells Supporters to Keep Fighting Because Republicans are ""Not So Cocky Anymore"" https://t.co/xEWV91Bgg2"
"1300","I liked a @YouTube video from @reflectorvideo https://t.co/BodiUVkwHl Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress"
"1301","@ScottWalker Ask President Putin, you lying, traitorous piece of crap.  https://t.co/QEQiEmEn1f"
"1302","RT @amiraminiMD: BREAKING: ""Trump did NOT throw his poop at members of Congress during his speech. 
He is finally presidential. A NEW TRUMP…"
"1303","Need to ensure that facts are checked #POTUS #Trump https://t.co/pveZ2G0qAC"
"1304","RT @frankrichny: Same swill, but doused in perfume. A Circus on tonight’s Trump speech @nymag. https://t.co/8rNotxtQB9"
"1305","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"1306","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"1307","RT @thinkprogress: Pundits and white supremacists alike loved Trump's speech to Congress
https://t.co/pHGs8FmqWl"
"1308","RT @Deplorable80210: PRESIDENT TRUMP: Believe in Yourself, Believe in America: Trump's Joint Session of Congress Speech https://t.co/GE0ukC…"
"1309","BREAKING : Full HD Video of Trump’s History-Making Speech to Congress https://t.co/hYI9ragytA"
"1310","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"1311","RT @realDennisLynch: Please rate Trump's speech in our poll. We'll send him the results. POLL: https://t.co/MlQNpsYkot"
"1312","RT @politico: FACT CHECK: Trump touts clean air and water while trying to kill air, water rules https://t.co/GolTSdPnf3 https://t.co/aP5j6o…"
"1313","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/ZYXeFio8ef via @YouTube"
"1314","Trump speech to Congress. Boom! Charles Krauthammer: Best Speech Ever! https://t.co/Ht0XmOs5wT"
"1315","Trump lays out ambitious plans for healthcare and immigration in a disciplined speech to Congress https://t.co/yjS8TZBWzf"
"1316","RT @bpolitics: Top takeaways from Trump's speech to Congress https://t.co/WGKKG6leqB https://t.co/nBC2C88tCM"
"1317","#news Trump is (still) spoiling for a trade war https://t.co/6oeV9anNZm"
"1318","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1319","RT @mattyglesias: Nothing Trump said last night helped move any closer to achieving any of his stated goals — he’s playing the part. https:…"
"1320","RT @faagifts: President Trump gets high approval ratings for speech to Congress https://t.co/FpmvFmZ9r4 via @3onyourside"
"1321","RT @HuffingtonPost: . @GeorgeTakei skewers Trump's entire speech to Congress in 11 tweets https://t.co/A6EXIovLSv https://t.co/a3thmQGocx"
"1322","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"1323","RT @thehill: McConnell jokes that Trump's speech to Congress should be ""tweet-free"" https://t.co/Q7ftmy4aNl https://t.co/LWPdUHMuiB"
"1324","""Why is Van Jones exaggerating the value and impact of this moment last night? I do not agree this is the moment... https://t.co/lvrosNSeiy"
"1325","RT @ejmorales: Bernie Sanders delivers response to Donald Trump's first address to Congress. Sin un teleprompter. https://t.co/vnqtcVa1UC v…"
"1326","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"1327","American Carnage, Part II https://t.co/HlTshFCvYt"
"1328","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"1329","Trump’s Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe | US news @soynadieorg https://t.co/qtJ5Q88BTW"
"1330","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1331","RT @joncoopertweets: Almost every big claim Donald Trump just made was false https://t.co/DY8IF6aB8S"
"1332","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"1333","RT @TIME: Donald Trump finally sounded like the President in his speech to Congress. What you need to know today https://t.co/G6d0cB801O"
"1334","RT @NBCNews: Dow Jones hits record 21,000 as Wall Street cheers President Trump’s speech https://t.co/vFZdDWezRq https://t.co/lkX76SdlFN"
"1335","RT @FoxNews: .@POTUS: ""Remember when you were told that you could keep your doctor and keep your plan?"" #TrumpAddress https://t.co/dAlG7hq9…"
"1336","RT @crewislife: RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/1JYAZni9DQ…"
"1337","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"1338","Trump’s Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe | US news @soynadieorg https://t.co/isAkrn6j1U"
"1339","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"1340","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"1341","The Daily 202: Trump's speech to Congress highlights influence of Ivanka, Bannon - Washington Post https://t.co/BwLQTTpV0Q"
"1342","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1343","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1344","#WonkPorn Two early polls: Trump’s speech was a winner https://t.co/5M5U94LODs https://t.co/tdctN3dX6S"
"1345","#business #retail Watch the entirety of Trump's first joint address to Congress https://t.co/YVGjyrTESx"
"1346","Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/fCO2D2RwKE"
"1347","#UCWRadio  The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/szX7D96sQQ #news"
"1348","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1349","RT @washingtonpost: Opinion: Trump’s speech to Congress was devoid of substance https://t.co/TcC5zJqF2s"
"1350","RT @mcspocky: President Trump's Speech to Congress Kept Referencing Death https://t.co/UENT9D6rfJ https://t.co/LsWfDQB2Gq"
"1351","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1352","RT @KDorr45: ICYMI: Viewers strongly approve of @POTUS speech to Congress https://t.co/hSXz3fB0Lv"
"1353","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"1354","RT @thinkprogress: Pundits and white supremacists alike loved Trump's speech to Congress
https://t.co/pHGs8FmqWl"
"1355","RT @thinkprogress: Pundits and white supremacists alike loved Trump's speech to Congress
https://t.co/pHGs8FmqWl"
"1356","Donald Trump Shocks the World…Again, Sends Optimism Soaring In Post Speech Polling https://t.co/RrxjMwFVKR https://t.co/NKcFfh1eSy"
"1357","RT @dwthompson1945: In case you missed it, Trump speech to Congress was magnificent, bold optimistic and showed his love of USA in red, whi…"
"1358","RT @CaptainsLog2017: #TheResistance #JointSession

Surprise, surprise, surprise

Almost every big claim Donald Trump just made was false ht…"
"1359","RT @mitchellvii: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/InNAV9eesK"
"1360","RT @NBCNightlyNews: 12 fact checks from Pres. Trump's speech to Congress. https://t.co/oqZ6JfY0B7 https://t.co/4kJhpX4Y3B"
"1361","RT @Fusion: Don’t believe the pundits. Donald Trump’s awful speech to Congress was anything but a ‘pivot.’ https://t.co/LrprwPRHbw"
"1362","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"1363","RT @dcexaminer: Snap poll: Trump soars following speech to Congress https://t.co/PsQwpqSDXE https://t.co/ZcMRRx9itU"
"1364","RT @thinkprogress: Pundits and white supremacists alike loved Trump's speech to Congress
https://t.co/pHGs8FmqWl"
"1365","CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/siJIkCiVgF by #ginareyna via @c0nvey"
"1366","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"1367","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1368","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"1369","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1370","RT @ERNESTZorro: Incredible, just incredible how the media is trying to normalize Trump from last night's speech before Congress, reading f…"
"1371","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"1372","#WonkPorn Pence on who helped craft Trump's speech: 'This was all him' https://t.co/oqjTMkbDrg https://t.co/JEJlmemz6E"
"1373","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1374","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"1375","RT @nytimes: Which Donald Trump is real? https://t.co/bESJ36reqe https://t.co/Of4YYbKdv0"
"1376","RT @Harlan: In Congress speech, Trump stood to unify while Democrats sat to divide

Great piece @kayleighmcenany! https://t.co/MCNrpZDHFk"
"1377","RT @WomenintheWorld: Group of women members of Congress wore all white to Trump’s joint session speech: https://t.co/3N6X4XtvUe https://t.c…"
"1378","RT @worldnetdaily: Trump: ‘The time for small thinking is over’ https://t.co/kUYLd6T7D1 via @worldnetdaily"
"1379","RT @fox7austin: Record 3 million tweets sent on Trump's speech to Congress https://t.co/YgGA5U7Weo https://t.co/rb906chR7Y"
"1380","The Daily 202: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/y7rAcMzlkM"
"1381","RT @RichardWeaving: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks - https://t.co/ZuXg1oRwzC"
"1382","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1383","RT @FoxNews: Watch highlights from President @realDonaldTrump’s #JointAddress to Congress and read more here: https://t.co/F5SRhE76Z0 https…"
"1384","RT @faagifts: President Trump gets high approval ratings for speech to Congress https://t.co/FpmvFmZ9r4 via @3onyourside"
"1385","RT @CBSNews: CBS News poll: Viewers strongly approve of Pres. Trump's speech to Congress https://t.co/knKKTjV9Kh https://t.co/mP0mfjGqQ2"
"1386","RT @PoliticusSarah: Chuck Schumer Nails it: Trump's Speech to Congress Was Detached from His Own Reality via @politicususa https://t.co/DZr…"
"1387","RT @ZaibatsuNews: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/HDfdkoexdN https://t.co…"
"1388","RT @hrkbenowen: <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>RETWEET<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> if you think Trump showed the world by his awesome speech at Congress that he is truly the U.S. President.

@re…"
"1389","RT @MotherJones: Bernie Sanders tells supporters to keep fighting because Republicans are ""not so cocky anymore"" https://t.co/xEWV91Bgg2"
"1390","RT @ZaibatsuNews: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/Mz1oUMxTCK https://t.co/Hy…"
"1391","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1392","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"1393","In speech to Congress, Trump asks Congress to unite behind health care, tax overhauls  https://t.co/I9boUba0fD via @WSJ"
"1394","How to watch President Donald Trump’s speech to Congress live online https://t.co/6EM2WmF72u"
"1395","Two early polls: Trump’s speech was a winner https://t.co/88lQ3S91Mm"
"1396","Two early polls: Trump’s speech was a winner https://t.co/EaZ3Rz87Jz"
"1397","RT @CaptainsLog2017: #TheResistance #JointSession

Surprise, surprise, surprise

Almost every big claim Donald Trump just made was false ht…"
"1398","RT @Brasilmagic: Trump's agenda is the same whether it's sold with a clean speech or an angry rant https://t.co/mqVwq3TZZQ"
"1399","Presidential Trump @CNNPolitics https://t.co/op4EoUIiQm"
"1400","RT @NBCNews: Dow Jones hits record 21,000 as Wall Street cheers President Trump’s speech https://t.co/vFZdDWezRq https://t.co/lkX76SdlFN"
"1401","This Is What Wall Street Is Saying About Donald Trump's Speech to Congress https://t.co/8wbmL4mVv0"
"1402","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"1403","RT @guardianopinion: The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/efYsHlXg1a"
"1404","RT @TheDailyClimate: #Trump's Congress speech left unsaid his continued assault on our environment: @thehill https://t.co/K1ym4xdmCu"
"1405","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"1406","RT @nativeveteran: Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress @WeLoveBernie1 @AngryVoters @fightdenial  https://t.co/…"
"1407","Stocks surge to record highs after Trump's speech to Congress https://t.co/DdUIzgCaNd #hw"
"1408","How to watch President Donald Trump’s speech to Congress live online https://t.co/cjKfNdJbs5"
"1409","RT @NBCPolitics: Dow Jones hits record 21,000 as Wall Street cheers President Trump’s speech https://t.co/yMYjliOUlD https://t.co/gXqgI337tH"
"1410","RT @PoliticoKevin: Instant polls show Trump's speech was winner, but samples skew R and Obama &amp; Bush did better in their 1st addresses: htt…"
"1411","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/A6zqhJ1mAx vía @YouTube"
"1412","Dear MSM, well-delivered (well, better-delivered) lies are still LIES: https://t.co/EmAirDeRYy #resist #gullible #doYOURjobs"
"1413","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"1414","How to watch President Donald Trump’s speech to Congress live online https://t.co/PpzDU1eTNd https://t.co/uuiihk1URA"
"1415","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1416","@DavidCornDC @ninatypewriter The @Independent should be fine, then.

https://t.co/6mEnyqsyKv"
"1417","What Wall Street Is Saying About Trump's Speech https://t.co/x2Yy5NIXem ""irrational exuberance"" ????"
"1418","RT @MichelleRMed: Gingrich: 'Blown Away' by 'Unifying' Trump Speech to Congress https://t.co/aI6zSc0noP"
"1419","The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/RWcmSRPI7g https://t.co/VTf5KLfW8n"
"1420","RT @eileendefreest: Calm down Trump supporters, this was a gaslighting speech given to a mostly GOP Congress who got their seats through vo…"
"1421","RT @SopanDeb: .@GlennThrush w/ great point. If Trump was truly now in favor of immig reform, wouldn't he have said so last night?
https://t…"
"1422","RT @ezraklein: Obamacare changed American healthcare forever, and Trump’s speech proved it https://t.co/rXxNMb4Cg0"
"1423","RT @MaryLoveUS4: How Donald Trump intends ‘to make America Great Again’: First Speech to Congress analysed https://t.co/CB8RaABi5L https://…"
"1424","RT @Jezebel: Democratic women in congress wore their best suffragette whites to Trump's speech. https://t.co/V2bQ9yiOid https://t.co/uZbR6B…"
"1425","RT @faagifts: @realDonaldTrump *HOW WOULD YOU RATE PRESIDENT TRUMP SPEECH TO CONGRESS?? ((PLEASE RETWEET VIRAL))"
"1426","Can't believe @morningmika @JoeNBC @AlisynCamerota &amp; @ChrisCuomo's praise of 45 when his entire speech was LIES. https://t.co/uHhiO0KRtN"
"1427","RT @Deadline: Bill Maher To Chris Matthews: Donald Trump’s Speech To Congress “Will Fool A Lot Of People” https://t.co/lWLFWAoOU3 https://t…"
"1428","RT @thinkprogress: Pundits and white supremacists alike loved Trump's speech to Congress
https://t.co/pHGs8FmqWl"
"1429","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"1430","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1431","Bernie Sanders just delivered a scathing response to Donald Trump's first address to Congress https://t.co/r49dzBnXdO via @MotherJones"
"1432","RT @Politics_PR: Trump's agenda is the same whether it's sold with a clean speech or an angry rant https://t.co/vgVME2JScB #TheResistance h…"
"1433","Watch the entirety of Trump's first joint address to Congress https://t.co/zTptfla9NV https://t.co/ISKxnB4Wov"
"1434","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"1435","RT @FoxNews: Watch highlights from President @realDonaldTrump’s #JointAddress to Congress and read more here: https://t.co/F5SRhE76Z0 https…"
"1436","How to watch President Donald Trump’s speech to Congress live online: For the first time since he took office,… https://t.co/AbfeUx3XFq"
"1437","Trump pledges ‘paid family leave’ and affordable child c... https://t.co/4LGuJgE5EP #realestate #trade #insurance https://t.co/JhsoqXN5De"
"1438","RT @SocialPowerOne1: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama https://t.co/7m1QjQDrIk"
"1439","RT @AC360: Van Jones: Trump ""became President of the United States” when he honored the widow of the Navy SEAL killed in Yemen https://t.co…"
"1440","RT @NBCNightlyNews: JUST IN: Dow surges to 21,000 for first time following Pres. Trump's speech to Congress. https://t.co/greGn1RD4R"
"1441","RT @NBCNews: Dow Jones hits record 21,000 as Wall Street cheers President Trump’s speech https://t.co/vFZdDWezRq https://t.co/lkX76SdlFN"
"1442","How to watch President Donald Trump’s speech to Congress live online https://t.co/2kKrom0u4L https://t.co/TyMFSMTxps"
"1443","RT @JLBelt: Viewers strongly approve of Trump's speech to Congress https://t.co/m8B1316pAo #TrumpTrain #RedNationRising #tcot #tlot #PJnet…"
"1444","RT @People4Bernie: Bernie Sanders Tells Supporters to Keep Fighting Because Republicans are ""Not So Cocky Anymore"" https://t.co/lbOTKMCkiZ"
"1445","RT @Atul_Gawande: Trump's 5 principles for health reform commit GOP to some major protections. That's a big deal. @ezraklein says why https…"
"1446","RT @thinkprogress: Pundits and white supremacists alike loved Trump's speech to Congress
https://t.co/pHGs8FmqWl"
"1447","Incredible, just incredible how the media is trying to normalize Trump from last night's speech before Congress, reading from teleprompter!"
"1448","RT @ezraklein: How Obamcare has permanently changed America's healthcare debate: https://t.co/uIMj4g7jY2 https://t.co/XGvk6sq5cR"
"1449","RT @FoxBusiness: President #Trump's first speech to Congress: Buy American, Hire American   https://t.co/hV63jUlMxx"
"1450","Almost every big claim Donald Trump just made was false https://t.co/aZDhOHbX3I"
"1451","RT @nytimes: Which Donald Trump is real? https://t.co/bESJ36reqe https://t.co/Of4YYbKdv0"
"1452","RT @WomenintheWorld: Group of women members of Congress wore all white to Trump’s joint session speech: https://t.co/3N6X4XtvUe https://t.c…"
"1453","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"1454","Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks - https://t.co/vp0G2IDo2Z - @washtimes"
"1455","The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/tq9MFgg75U https://t.co/q2nXc5zBVJ"
"1456","RT @aerdt: When you fact-check Donald #Trump's latest speech, you find that even the technically true parts aren't really true 
https://t.c…"
"1457","RT @KDorr45: ICYMI: Viewers strongly approve of @POTUS speech to Congress https://t.co/hSXz3fB0Lv"
"1458","RT @Telegraph: Democrat women wear white to Donald Trump's congress speech in honour of women's rights https://t.co/uLCOTRaVkV"
"1459","Democrats' response: 'Reckless' president will 'rip' health care away from working class:
https://t.co/d53LAjazZS"
"1460","RT @politico: .@POTUS cites questionable data to blame foreigners for U.S. terror attacks https://t.co/eaymksvP9X https://t.co/S3D6SG9xAQ"
"1461","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"1462","Presidential Trump @CNNPolitics https://t.co/Z8Js2HD1WF WHAT WAS SO ""PRESIDENTIAL"" ABOUT A SPEECH FILLED WITH OUTRIGHT LIES??? SHAME ON YOU!"
"1463","RT @ezraklein: ""Trump is only ever performing the role of the president; he’s never doing the job"" https://t.co/jxb4x6r962"
"1464","Stocks surge to record highs after Trump's speech to Congress https://t.co/jO6lX9Ztnp https://t.co/t8x5qBsll7"
"1465","RT @ParamjitGarewal: Trump strikes bipartisan note in unifying speech to Congress https://t.co/J9Gqq3VtEM via @DCExaminer"
"1466","Donald Trump fact check: Almost every big claim he made in his Joint Address to Congress was false https://t.co/g8O3yQrS5q #SmartNews"
"1467","RT @joncoopertweets: Almost every big claim Donald Trump just made was false https://t.co/DY8IF6aB8S"
"1468","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1469","RT @FoxNews: .@POTUS: ""My job is not to represent the world. My job is to represent the United States of America."" #TrumpAddress https://t.…"
"1470","RT @amiraminiMD: BREAKING: ""Trump did NOT throw his poop at members of Congress during his speech. 
He is finally presidential. A NEW TRUMP…"
"1471","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"1472","George Takei Skewers Trump's Speech To Congress In 11 Tweets https://t.co/NnOCol7ErP"
